# Seed: 88177603
400
20.00000
400.00000
255.26162	84.10258
57.92326	73.45296
23.21554	65.87683
376.35442	385.90222
324.60814	122.21733
343.83845	156.10603
24.82184	131.92160
104.68208	179.07034
66.35281	321.79660
20.48636	144.12978
104.09749	11.88431
313.65589	277.92467
276.28858	235.25570
105.77689	149.25982
247.64689	351.85991
393.93825	295.46685
96.80688	106.38556
301.97270	237.82296
238.32805	22.56341
202.95990	204.90801
169.92035	186.85597
267.94522	97.21453
331.35689	171.31763
178.66431	196.58900
298.64779	104.21362
8.83278	336.51378
355.99090	331.38249
120.70850	379.98890
360.18004	220.44855
339.72045	263.76218
399.54015	181.44405
3.48856	240.38852
15.86189	377.86219
22.07605	359.89390
371.33072	353.65606
49.10562	52.49434
110.51591	250.63345
329.13616	76.44105
133.18005	139.30388
384.32125	130.29405
224.86429	319.52750
73.55896	59.00438
102.29138	116.50905
304.88819	86.05057
350.57309	384.37025
327.28630	382.93064
144.46216	151.46834
78.26207	220.15230
193.76594	15.45573
268.53767	335.93666
317.54033	236.92452
125.34021	115.69877
276.91061	1.70308
267.59191	147.70200
316.27355	47.53486
203.36415	367.77889
380.73463	24.88105
50.30047	384.24090
165.91841	181.64080
241.30300	27.44201
13.51396	145.02901
255.30582	235.26118
243.74442	260.16905
206.01607	153.71765
156.43088	355.74185
42.53517	120.11388
227.55634	230.97069
345.61705	88.20897
189.06165	176.47589
311.13603	21.31407
81.98417	99.18632
211.82787	112.98416
374.92154	330.24553
377.36023	223.45457
318.87399	239.89465
248.81809	66.58961
373.17420	366.18040
154.42112	126.24371
346.93864	247.24868
33.27772	332.83310
61.82731	113.12566
368.28658	23.95276
168.82761	200.06082
56.61168	32.36970
274.54539	113.97841
74.66760	144.43239
386.23920	274.06176
261.32990	56.15025
166.32466	252.83537
206.26863	5.97922
240.59813	281.57051
166.60327	23.44614
391.22283	186.45081
188.12284	260.07699
277.72757	303.39344
31.92367	192.60727
58.05378	231.92565
259.39535	309.24498
138.89129	240.42227
125.65647	69.08559
299.01038	388.53884
1.21668	315.30498
108.29693	21.90076
257.83676	95.84941
