# Seed: 3377746944
# NTethersOnSurf = 400
# L = 20.00 nm
# boxL = 400.00 nm
# h = 2.0 L
10.00	0.00	0.00
9.75	0.00	0.00
9.50	0.00	0.00
9.25	0.00	0.00
9.00	0.00	0.00
8.75	0.00	0.00
8.50	0.00	0.00
8.25	0.00	0.00
8.00	0.00	0.00
7.75	0.00	0.00
7.50	0.00	0.00
7.25	0.00	0.00
7.00	0.00	0.00
6.75	0.00	0.00
6.50	0.00	0.00
6.25	0.00	0.00
6.00	0.00	0.00
5.75	0.00	0.00
5.50	0.00	0.00
5.25	0.00	0.00
5.00	0.00	0.00
4.75	0.00	0.00
4.50	0.00	0.00
4.25	0.00	0.00
4.00	0.00	0.00
3.75	0.00	0.00
3.50	0.00	0.00
3.25	0.00	0.00
3.00	0.00	0.00
2.75	0.00	0.00
2.50	0.00	0.00
2.25	0.00	0.00
2.00	0.00	0.00
1.75	0.00	0.00
1.50	0.00	0.00
1.25	0.00	0.00
1.00	0.00	0.00
0.75	0.00	0.00
0.50	0.00	0.00
0.25	0.00	0.00
0.00	0.00	0.00
-0.25	0.00	0.00
-0.50	0.00	0.00
-0.75	0.00	0.00
-1.00	0.00	0.00
-1.25	0.00	0.00
-1.50	0.00	0.00
-1.75	0.00	0.00
-2.00	0.00	0.00
-2.25	0.00	0.00
-2.50	0.00	0.00
-2.75	0.00	0.00
-3.00	0.00	0.00
-3.25	0.00	0.00
-3.50	0.00	0.00
-3.75	0.00	0.00
-4.00	0.00	0.00
-4.25	0.00	0.00
-4.50	0.00	0.00
-4.75	0.00	0.00
-5.00	0.00	0.00
-5.25	0.00	0.00
-5.50	0.00	0.00
-5.75	0.00	0.00
-6.00	0.00	0.00
-6.25	0.00	0.00
-6.50	0.00	0.00
-6.75	0.00	0.00
-7.00	0.00	0.00
-7.25	0.00	0.00
-7.50	0.00	0.00
-7.75	0.00	0.00
-8.00	0.00	0.00
-8.25	0.00	0.00
-8.50	0.00	0.00
-8.75	0.00	0.00
-9.00	0.00	0.00
-9.25	0.00	0.00
-9.50	0.00	0.00
-9.75	0.00	0.00
-10.00	0.00	0.00
-10.25	0.00	0.00
-10.50	0.00	0.00
-10.75	0.00	0.00
-11.00	0.00	0.00
-11.25	0.00	0.00
-11.50	0.00	0.00
-11.75	0.00	0.00
-12.00	0.00	0.00
-12.25	0.00	0.00
-12.50	0.00	0.00
-12.75	0.00	0.00
-13.00	0.00	0.00
-13.25	0.00	0.00
-13.50	0.00	0.00
-13.75	0.00	0.00
-14.00	0.00	0.00
-14.25	0.00	0.00
-14.50	0.00	0.00
-14.75	0.00	0.00
-15.00	0.00	0.00
-15.25	0.00	0.00
-15.50	0.00	0.00
-15.75	0.00	0.00
-16.00	0.00	0.00
-16.25	0.00	0.00
-16.50	0.00	0.00
-16.75	0.00	0.00
-17.00	0.00	0.00
-17.25	0.00	0.00
-17.50	0.00	0.00
-17.75	0.00	0.00
-18.00	0.00	0.00
-18.25	0.00	0.00
-18.50	0.00	0.00
-18.75	0.00	0.00
-19.00	0.00	0.00
-19.25	0.00	0.00
-19.50	0.00	0.00
-19.75	0.00	0.00
-20.00	0.00	0.00
