 # Column:
 # 1 - Plate-plate separation [Ldna]
 # 2 - Repulsive contribution [kT]
 # 3 - Attractive contribution [kT]
 # 4 - Total DNA-mediated interaction [kT]
 ############################################
    5.0000000000E-02,    1.0651492528E+01,   -8.8092433893E-01,    9.7705681893E+00
    1.0000000000E-01,    8.1869692195E+00,   -4.8786268779E-01,    7.6991065317E+00
    1.5000000000E-01,    6.7453155018E+00,   -3.3648135368E-01,    6.4088341481E+00
    2.0000000000E-01,    5.7224459109E+00,   -2.5774127524E-01,    5.4647046356E+00
    2.5000000000E-01,    4.9290466173E+00,   -2.1043609670E-01,    4.7186105206E+00
    3.0000000000E-01,    4.2807921932E+00,   -1.7947547067E-01,    4.1013167225E+00
    3.5000000000E-01,    3.7327008871E+00,   -1.5801526386E-01,    3.5746856232E+00
    4.0000000000E-01,    3.2579226022E+00,   -1.4250178878E-01,    3.1154208134E+00
    4.5000000000E-01,    2.8391384754E+00,   -1.3090770858E-01,    2.7082307669E+00
    5.0000000000E-01,    2.4645233087E+00,   -1.2199299042E-01,    2.3425303182E+00
    5.5000000000E-01,    2.1256426694E+00,   -1.1495719081E-01,    2.0106854785E+00
    6.0000000000E-01,    1.8162688845E+00,   -1.0926092091E-01,    1.7070079636E+00
    6.5000000000E-01,    1.5316725906E+00,   -1.0452768614E-01,    1.4271449044E+00
    7.0000000000E-01,    1.2681775784E+00,   -1.0048685422E-01,    1.1676907242E+00
    7.5000000000E-01,    1.0228695909E+00,   -9.6938974404E-02,    9.2593061654E-01
    8.0000000000E-01,    7.9339929356E-01,   -9.3733863687E-02,    6.9966542988E-01
    8.5000000000E-01,    5.7784508266E-01,   -9.0756298831E-02,    4.8708878383E-01
    9.0000000000E-01,    3.7461516678E-01,   -8.7916405179E-02,    2.8669876160E-01
    9.5000000000E-01,    1.8237615782E-01,   -8.5143037752E-02,    9.7233120070E-02
    1.0000000000E+00,    0.0000000000E+00,   -7.2526930627E-02,   -7.2526930627E-02
    1.0500000000E+00,    0.0000000000E+00,   -6.8982464311E-02,   -6.8982464311E-02
    1.1000000000E+00,    0.0000000000E+00,   -6.5299445866E-02,   -6.5299445866E-02
    1.1500000000E+00,    0.0000000000E+00,   -6.1489666935E-02,   -6.1489666935E-02
    1.2000000000E+00,    0.0000000000E+00,   -5.7566098897E-02,   -5.7566098897E-02
    1.2500000000E+00,    0.0000000000E+00,   -5.3543033748E-02,   -5.3543033748E-02
    1.3000000000E+00,    0.0000000000E+00,   -4.9436252609E-02,   -4.9436252609E-02
    1.3500000000E+00,    0.0000000000E+00,   -4.5263229804E-02,   -4.5263229804E-02
    1.4000000000E+00,    0.0000000000E+00,   -4.1043383656E-02,   -4.1043383656E-02
    1.4500000000E+00,    0.0000000000E+00,   -3.6798390028E-02,   -3.6798390028E-02
    1.5000000000E+00,    0.0000000000E+00,   -3.2552582263E-02,   -3.2552582263E-02
    1.5500000000E+00,    0.0000000000E+00,   -2.8333473643E-02,   -2.8333473643E-02
    1.6000000000E+00,    0.0000000000E+00,   -2.4172459639E-02,   -2.4172459639E-02
    1.6500000000E+00,    0.0000000000E+00,   -2.0105794995E-02,   -2.0105794995E-02
    1.7000000000E+00,    0.0000000000E+00,   -1.6176012546E-02,   -1.6176012546E-02
    1.7500000000E+00,    0.0000000000E+00,   -1.2434097979E-02,   -1.2434097979E-02
    1.8000000000E+00,    0.0000000000E+00,   -8.9430689035E-03,   -8.9430689035E-03
    1.8500000000E+00,    0.0000000000E+00,   -5.7844730495E-03,   -5.7844730495E-03
    1.9000000000E+00,    0.0000000000E+00,   -3.0720565458E-03,   -3.0720565458E-03
    1.9500000000E+00,    0.0000000000E+00,   -9.8887159533E-04,   -9.8887159533E-04
