 # Column:
 # 1 - Sphere-sphere separation [Ldna]
 # 2 - Repulsive contribution [kT]
 # 3 - Attractive contribution [kT]
 # 4 - Total DNA-mediated interaction [kT]
 ############################################
    5.0000000000E-02,    1.9959601680E+03,   -1.2494065935E+03,    7.4655357457E+02
    1.0000000000E-01,    1.6710037560E+03,   -1.1440274804E+03,    5.2697627562E+02
    1.5000000000E-01,    1.4113470709E+03,   -1.0646962911E+03,    3.4665077980E+02
    2.0000000000E-01,    1.1939860692E+03,   -1.0002313830E+03,    1.9375468615E+02
    2.5000000000E-01,    1.0080182810E+03,   -9.4539101231E+02,    6.2627268726E+01
    3.0000000000E-01,    8.4703847228E+02,   -8.9716070727E+02,   -5.0122234984E+01
    3.5000000000E-01,    7.0682619457E+02,   -8.5361258783E+02,   -1.4678639326E+02
    4.0000000000E-01,    5.8439074194E+02,   -8.1343121495E+02,   -2.2904047301E+02
    4.5000000000E-01,    4.7750269856E+02,   -7.7567972149E+02,   -2.9817702293E+02
    5.0000000000E-01,    3.8443662531E+02,   -7.3967079931E+02,   -3.5523417399E+02
    5.5000000000E-01,    3.0381779766E+02,   -7.0488967296E+02,   -4.0107187530E+02
    6.0000000000E-01,    2.3452516264E+02,   -6.7094532196E+02,   -4.3642015932E+02
    6.5000000000E-01,    1.7562687527E+02,   -6.3753814926E+02,   -4.6191127399E+02
    7.0000000000E-01,    1.2633578845E+02,   -6.0443775406E+02,   -4.7810196561E+02
    7.5000000000E-01,    8.5977724488E+01,   -5.7146718730E+02,   -4.8548946281E+02
    8.0000000000E-01,    5.3968244411E+01,   -5.3849151676E+02,   -4.8452327235E+02
    8.5000000000E-01,    2.9795246845E+01,   -5.0540934458E+02,   -4.7561409774E+02
    9.0000000000E-01,    1.3005674869E+01,   -4.7214639988E+02,   -4.5914072501E+02
    9.5000000000E-01,    3.1951855556E+00,   -4.3865062277E+02,   -4.3545543722E+02
    1.0000000000E+00,    0.0000000000E+00,   -4.0488834175E+02,   -4.0488834175E+02
    1.0500000000E+00,    0.0000000000E+00,   -3.7113382828E+02,   -3.7113382828E+02
    1.1000000000E+00,    0.0000000000E+00,   -3.3779262449E+02,   -3.3779262449E+02
    1.1500000000E+00,    0.0000000000E+00,   -3.0504206579E+02,   -3.0504206579E+02
    1.2000000000E+00,    0.0000000000E+00,   -2.7306149788E+02,   -2.7306149788E+02
    1.2500000000E+00,    0.0000000000E+00,   -2.4203198319E+02,   -2.4203198319E+02
    1.3000000000E+00,    0.0000000000E+00,   -2.1213584481E+02,   -2.1213584481E+02
    1.3500000000E+00,    0.0000000000E+00,   -1.8355599123E+02,   -1.8355599123E+02
    1.4000000000E+00,    0.0000000000E+00,   -1.5647494563E+02,   -1.5647494563E+02
    1.4500000000E+00,    0.0000000000E+00,   -1.3107347608E+02,   -1.3107347608E+02
    1.5000000000E+00,    0.0000000000E+00,   -1.0752868541E+02,   -1.0752868541E+02
    1.5500000000E+00,    0.0000000000E+00,   -8.6011366991E+01,   -8.6011366991E+01
    1.6000000000E+00,    0.0000000000E+00,   -6.6682357498E+01,   -6.6682357498E+01
    1.6500000000E+00,    0.0000000000E+00,   -4.9687508870E+01,   -4.9687508870E+01
    1.7000000000E+00,    0.0000000000E+00,   -3.5150737097E+01,   -3.5150737097E+01
    1.7500000000E+00,    0.0000000000E+00,   -2.3164342315E+01,   -2.3164342315E+01
    1.8000000000E+00,    0.0000000000E+00,   -1.3775334388E+01,   -1.3775334388E+01
    1.8500000000E+00,    0.0000000000E+00,   -6.9655751836E+00,   -6.9655751836E+00
    1.9000000000E+00,    0.0000000000E+00,   -2.6212955105E+00,   -2.6212955105E+00
    1.9500000000E+00,    0.0000000000E+00,   -4.8017642889E-01,   -4.8017642889E-01
