 # Column:
 # 1 - Sphere-sphere separation [Ldna]
 # 2 - Repulsive contribution [kT]
 # 3 - Attractive contribution [kT]
 # 4 - Total DNA-mediated interaction [kT]
 ############################################
    5.0000000000E-02,    5.3587815494E+01,   -8.8084926216E+00,    4.4779322872E+01
    1.0000000000E-01,    4.5048554067E+01,   -7.4503639080E+00,    3.7598190159E+01
    1.5000000000E-01,    3.8279230903E+01,   -6.5631570855E+00,    3.1716073817E+01
    2.0000000000E-01,    3.2613681905E+01,   -5.9097639000E+00,    2.6703918005E+01
    2.5000000000E-01,    2.7745024092E+01,   -5.3950828308E+00,    2.2349941262E+01
    3.0000000000E-01,    2.3499215290E+01,   -4.9708562919E+00,    1.8528358998E+01
    3.5000000000E-01,    1.9766194523E+01,   -4.6091992945E+00,    1.5156995228E+01
    4.0000000000E-01,    1.6471442944E+01,   -4.2925878584E+00,    1.2178855085E+01
    4.5000000000E-01,    1.3562034365E+01,   -4.0093409714E+00,    9.5526933934E+00
    5.0000000000E-01,    1.0998973035E+01,   -3.7513265235E+00,    7.2476465116E+00
    5.5000000000E-01,    8.7526298359E+00,   -3.5126927819E+00,    5.2399370540E+00
    6.0000000000E-01,    6.7998525557E+00,   -3.2891198331E+00,    3.5107327226E+00
    6.5000000000E-01,    5.1220463069E+00,   -3.0773545337E+00,    2.0446917733E+00
    7.0000000000E-01,    3.7038481147E+00,   -2.8749092334E+00,    8.2893888124E-01
    7.5000000000E-01,    2.5321821134E+00,   -2.6798596731E+00,   -1.4767755970E-01
    8.0000000000E-01,    1.5955677878E+00,   -2.4907053526E+00,   -8.9513756479E-01
    8.5000000000E-01,    8.8360180693E-01,   -2.3062705898E+00,   -1.4226687829E+00
    9.0000000000E-01,    3.8656218353E-01,   -2.1256328600E+00,   -1.7390706765E+00
    9.5000000000E-01,    9.5100655896E-02,   -1.9480698941E+00,   -1.8529692382E+00
    1.0000000000E+00,    0.0000000000E+00,   -1.7730199654E+00,   -1.7730199654E+00
    1.0500000000E+00,    0.0000000000E+00,   -1.6018811491E+00,   -1.6018811491E+00
    1.1000000000E+00,    0.0000000000E+00,   -1.4367995497E+00,   -1.4367995497E+00
    1.1500000000E+00,    0.0000000000E+00,   -1.2784190335E+00,   -1.2784190335E+00
    1.2000000000E+00,    0.0000000000E+00,   -1.1273543979E+00,   -1.1273543979E+00
    1.2500000000E+00,    0.0000000000E+00,   -9.8418766886E-01,   -9.8418766886E-01
    1.3000000000E+00,    0.0000000000E+00,   -8.4946387359E-01,   -8.4946387359E-01
    1.3500000000E+00,    0.0000000000E+00,   -7.2368618913E-01,   -7.2368618913E-01
    1.4000000000E+00,    0.0000000000E+00,   -6.0731033932E-01,   -6.0731033932E-01
    1.4500000000E+00,    0.0000000000E+00,   -5.0073807363E-01,   -5.0073807363E-01
    1.5000000000E+00,    0.0000000000E+00,   -4.0430950478E-01,   -4.0430950478E-01
    1.5500000000E+00,    0.0000000000E+00,   -3.1829399739E-01,   -3.1829399739E-01
    1.6000000000E+00,    0.0000000000E+00,   -2.4287916895E-01,   -2.4287916895E-01
    1.6500000000E+00,    0.0000000000E+00,   -1.7815735162E-01,   -1.7815735162E-01
    1.7000000000E+00,    0.0000000000E+00,   -1.2410850078E-01,   -1.2410850078E-01
    1.7500000000E+00,    0.0000000000E+00,   -8.0577875017E-02,   -8.0577875017E-02
    1.8000000000E+00,    0.0000000000E+00,   -4.7245505920E-02,   -4.7245505920E-02
    1.8500000000E+00,    0.0000000000E+00,   -2.3581592769E-02,   -2.3581592769E-02
    1.9000000000E+00,    0.0000000000E+00,   -8.7745162500E-03,   -8.7745162500E-03
    1.9500000000E+00,    0.0000000000E+00,   -1.5934252975E-03,   -1.5934252975E-03
