# i	j	beta * DeltaG^cnf_ij
0	534	25.54020519
0	552	16.44896953
0	573	20.4906688
0	585	11.86301408
0	615	33.05076842
0	620	12.48770696
0	659	12.16849196
0	705	11.17415132
0	711	29.28606461
0	752	25.29482454
0	794	11.0707143
0	819	25.2122776
0	845	33.75600204
0	899	22.62978735
0	915	18.03380028
0	928	19.69709065
0	929	13.50160967
0	950	14.76270967
1	527	13.15585327
1	550	19.01068214
1	665	11.41191299
1	709	33.42932245
1	721	29.85616366
1	736	13.67417479
1	749	17.7259139
1	760	29.42473171
1	769	29.0069498
1	771	14.82034219
1	783	16.25963493
1	812	11.38258369
1	829	26.48287754
1	842	14.80830233
1	888	17.19614117
1	914	33.00559786
1	922	33.75134918
1	935	19.78257459
1	976	27.54307905
2	520	33.13589506
2	538	33.01842382
2	595	13.05870735
2	613	25.64149763
2	648	25.64823108
2	654	11.02329747
2	670	33.10660884
2	687	28.81406336
2	690	13.21670589
2	700	34.30112091
2	715	28.42793405
2	728	33.02749867
2	744	17.48328676
2	807	20.85910685
2	839	20.58057966
2	849	27.69376092
2	889	33.06465052
3	548	30.23503847
3	557	12.54315613
3	579	14.47060118
3	641	34.3796179
3	733	33.20864645
3	756	35.68530952
3	757	13.38078388
3	841	20.22451808
3	850	15.05620842
3	966	16.09442871
4	508	10.81577244
4	576	12.18604307
4	597	20.33433008
4	616	24.24295353
4	697	15.07038673
4	708	16.66996622
4	737	11.88453596
4	778	14.89138523
4	784	30.69589156
4	791	12.27937405
4	792	15.52263759
4	830	35.5942702
4	850	33.11677938
4	854	33.04170571
4	857	33.02396624
4	881	20.20106388
4	895	11.77579493
4	907	15.08527686
4	946	13.32504524
4	966	33.2698339
4	985	23.31583363
5	511	17.08491575
5	564	14.57330447
5	584	11.94730427
5	597	31.40958526
5	598	16.60689353
5	622	23.07448112
5	642	33.39832077
5	662	24.93708026
5	672	12.58964184
5	679	15.15704174
5	693	33.08626316
5	709	22.74380365
5	777	32.63872332
5	784	33.49130646
5	795	10.81425913
5	796	33.25391517
5	798	28.35891522
5	810	13.90329975
5	822	17.0205676
5	854	26.37187922
5	875	15.36628976
5	892	23.72067883
5	916	12.61878264
5	958	24.19327649
5	959	20.89061491
5	976	29.78098301
6	507	37.29190653
6	517	25.09893842
6	525	35.14706003
6	537	29.44372067
6	542	10.1066171
6	559	13.81325512
6	593	33.63043773
6	594	33.12512164
6	610	13.76199093
6	714	20.30942728
6	729	11.48330528
6	787	13.27831731
6	796	33.55987768
6	799	10.53269872
6	809	11.16155716
6	817	24.53712309
6	863	10.27756901
6	876	27.53417676
6	897	33.28266874
6	918	9.903564985
6	941	17.19794454
6	949	15.33550296
6	961	20.91513307
6	999	11.05992058
7	541	19.4113853
7	574	23.68934509
7	645	16.48264985
7	658	11.17513804
7	674	20.67845845
7	701	18.79483967
7	722	16.64362545
7	724	26.86687706
7	745	23.82374308
7	761	24.63748274
7	823	17.76416494
7	832	23.6720185
7	886	10.04434261
7	911	11.03525856
7	921	30.37291101
7	948	26.11367785
7	994	15.14355841
8	503	15.02272962
8	523	13.11463198
8	543	33.33341689
8	673	14.49049548
8	727	12.86168056
8	746	13.13992193
8	789	32.83515694
8	834	15.86671005
8	864	33.18823633
8	898	23.3241288
8	925	18.05368142
8	989	23.16995801
8	996	31.40714461
9	524	23.87916825
9	533	25.1063757
9	536	14.27153626
9	562	24.59851112
9	586	30.74334827
9	588	10.67585957
9	592	10.6248219
9	604	24.52454043
9	614	20.39155445
9	631	21.471617
9	632	34.45848849
9	686	33.2976603
9	707	12.11346607
9	738	33.81464576
9	751	28.08871185
9	766	17.50789393
9	818	18.97907273
9	883	23.16737364
9	884	33.27832239
9	912	11.22525882
9	938	29.21658895
9	983	33.05799868
9	995	13.13888288
10	529	33.93316497
10	531	23.0834559
10	572	13.25616349
10	585	22.82752595
10	615	35.44544518
10	620	25.73398111
10	641	19.25875433
10	659	20.17205446
10	671	13.27100959
10	733	24.18600296
10	755	12.5275735
10	852	29.0536961
10	855	30.07323571
10	915	22.68007935
10	920	17.41644624
10	968	24.09390999
10	987	14.49402666
10	990	28.34720229
11	503	21.64337644
11	523	17.90402142
11	543	36.54252743
11	673	11.88812875
11	727	17.94562412
11	746	15.03219987
11	789	19.91667227
11	834	13.77942907
11	864	24.50486159
11	925	28.04631447
11	981	22.10952868
11	989	20.54558424
12	502	29.61505152
12	523	33.08140061
12	543	33.17173008
12	589	14.54159708
12	624	33.69980354
12	673	11.85119934
12	727	33.98618053
12	746	24.94298649
12	774	29.98083025
12	789	10.78122818
12	797	34.2299606
12	834	18.81513139
12	864	16.62974534
12	975	23.32110019
12	981	16.63838309
12	989	29.56242907
13	553	23.8111128
13	558	11.83361232
13	560	24.44895769
13	568	36.77474431
13	605	15.9385045
13	607	30.34157742
13	651	33.02623447
13	657	23.81935681
13	803	20.8872956
13	821	29.14623443
13	836	31.64436852
13	984	19.1600356
13	986	33.05692831
14	517	33.13855757
14	518	36.62733158
14	542	26.04692426
14	594	11.1963736
14	596	20.37628499
14	610	13.4764811
14	629	12.38028428
14	675	11.66522234
14	714	18.42360792
14	788	22.53279381
14	809	17.60764417
14	815	20.12942599
14	846	17.9245618
14	863	21.23841558
14	918	29.65732028
14	949	21.75604564
15	501	15.27783799
15	522	30.15776833
15	534	21.72666813
15	573	19.94193178
15	639	12.79293757
15	666	24.57847032
15	699	23.99036859
15	739	28.71603072
15	764	14.71615525
15	767	21.35475833
15	785	21.29072355
15	800	15.49538489
15	816	33.56839958
15	819	16.97829273
15	837	15.33662924
15	845	16.75560244
15	901	18.0443518
15	913	21.02317494
15	923	12.82596741
16	514	24.33696308
16	529	29.33305749
16	534	25.38260774
16	583	13.26175071
16	585	34.57431086
16	615	14.01398015
16	647	21.44083477
16	656	28.23924909
16	668	21.29292577
16	669	22.11423137
16	705	31.94784244
16	752	16.19709192
16	816	14.10313509
16	819	34.46904327
16	837	35.67299279
16	843	32.39900087
16	851	30.36793012
16	915	24.95088362
17	520	33.59343635
17	535	33.26466469
17	589	11.73065548
17	673	16.74476517
17	746	33.93809891
17	774	18.98549525
17	789	10.26713171
17	797	21.161652
17	834	20.27411231
17	864	12.71133669
17	904	27.86862347
17	975	15.29622054
17	981	13.2660372
17	986	33.59719764
17	989	29.19783692
18	521	33.01282592
18	544	15.92673439
18	660	33.00091946
18	696	34.47711729
18	710	21.38807191
18	725	34.17326498
18	782	21.74263767
18	847	20.35196921
18	858	17.16154507
18	890	18.22749492
18	891	33.23923642
18	896	21.80997801
18	902	28.99169641
18	905	19.32230381
18	908	33.19936912
18	951	21.15221853
18	955	32.37122033
18	960	11.08428282
18	962	15.44851851
18	974	10.84780609
18	982	11.87965003
19	525	17.18428001
19	593	35.24231538
19	634	18.20659906
19	646	25.69603013
19	677	10.61902083
19	682	28.58641165
19	689	14.87594795
19	718	33.69543404
19	729	33.81180229
19	730	33.13874037
19	743	10.13374808
19	808	33.50051582
19	817	20.74498182
19	876	19.86443685
19	878	22.09321043
19	961	13.22923173
19	998	28.82642007
20	522	14.10575104
20	552	11.88705246
20	573	21.90805951
20	619	12.07897262
20	620	35.73645904
20	684	18.23256491
20	723	15.88099878
20	741	23.71708136
20	753	27.5509791
20	767	15.28877067
20	772	9.809165705
20	779	33.00861244
20	794	19.49105369
20	805	24.33844501
20	845	17.41256236
20	857	33.10176291
20	860	12.77079182
20	861	14.47824475
20	867	31.58283852
20	899	10.12461869
20	913	14.17397278
20	917	11.85028899
20	928	27.05745298
20	929	16.52956808
20	950	34.33539517
20	956	19.28055293
20	997	18.90119315
21	535	18.66860567
21	540	27.74289302
21	558	13.95174389
21	560	11.10226673
21	605	28.0808141
21	720	19.75256844
21	774	21.57822341
21	803	12.58280628
21	840	20.4012763
21	906	24.20083823
21	975	31.03057834
21	979	18.71771146
21	986	13.33238852
22	561	32.34328898
22	581	27.73020451
22	586	33.22809553
22	604	13.30311578
22	608	36.03216273
22	655	32.437489
22	664	15.56324596
22	686	14.32952691
22	691	15.89730257
22	770	26.94021496
22	775	21.55298535
22	827	17.50979563
22	831	10.51428074
22	856	33.30801824
22	865	10.74100666
22	884	10.73080629
22	887	15.95203194
22	980	13.33735389
22	983	17.21982127
23	526	12.78266538
23	548	33.26854329
23	557	29.71922474
23	579	11.59613412
23	627	13.82012158
23	698	18.51740975
23	756	12.5140508
23	757	33.67447077
23	762	33.14832159
23	850	27.03602263
23	873	23.54488043
23	927	27.46953645
23	996	34.62698568
24	504	33.46798955
24	509	14.61767985
24	518	23.10046473
24	547	28.34944893
24	595	19.01497181
24	600	20.81677822
24	613	17.27326797
24	621	18.47283989
24	649	20.39896084
24	652	18.7561483
24	654	30.37052361
24	687	33.17001964
24	690	27.13159533
24	744	11.80073211
24	750	14.1957894
24	758	22.65272506
24	781	17.70728942
24	786	10.35640652
24	807	34.08076245
24	838	23.9005512
24	839	27.40673048
24	944	23.0764925
25	513	10.83911692
25	514	11.94868159
25	563	17.65905605
25	583	33.0332959
25	603	30.93444964
25	615	33.03458014
25	647	22.55253857
25	695	33.22134954
25	730	18.50438117
25	740	24.53296391
25	763	23.18131931
25	793	33.33877844
25	806	15.62305682
25	808	33.3843876
25	843	22.98108028
25	851	10.05995925
25	942	24.15524377
25	954	30.51743034
25	998	31.73980585
26	525	13.38576776
26	555	10.01245623
26	593	15.56946585
26	606	20.02322933
26	646	12.626843
26	665	33.92453282
26	677	18.67652426
26	689	13.02525919
26	692	33.07186386
26	718	10.50262825
26	743	33.28165004
26	769	17.4931547
26	780	33.2214186
26	808	33.14034084
26	888	27.79950219
26	914	16.36220032
26	922	14.00872427
26	935	28.75155465
27	504	26.05141703
27	509	23.85665167
27	547	33.85313525
27	613	16.43595655
27	633	24.66162442
27	645	12.16449013
27	649	14.99473875
27	652	11.28052322
27	653	21.92679163
27	674	13.75112124
27	712	15.41206142
27	722	33.01692639
27	744	24.95103485
27	745	11.75031997
27	750	13.70986497
27	761	19.71792355
27	786	23.02837515
27	790	16.86248236
27	823	26.44672638
27	838	10.87823342
27	839	27.69742065
27	886	24.89390094
27	948	33.07570418
27	971	26.26676864
27	994	13.09081751
28	529	30.08413882
28	573	34.17994496
28	585	10.34939058
28	615	17.16097056
28	620	16.31997376
28	659	11.51070804
28	705	12.88801375
28	711	34.45571957
28	752	25.98308677
28	794	22.41507746
28	915	10.19920988
28	928	33.25338677
28	929	32.15970272
28	950	23.23699714
28	987	34.04422141
29	522	23.19101125
29	534	21.55312987
29	552	10.28424213
29	573	12.89949304
29	585	23.86250322
29	619	26.62479787
29	620	21.98670487
29	659	25.02835761
29	705	16.45304717
29	723	33.02516878
29	752	28.3493303
29	767	20.02541289
29	772	16.13329329
29	794	11.9333196
29	800	34.69004526
29	816	33.03319678
29	819	16.82633364
29	837	22.88535416
29	845	17.79091519
29	860	30.23000678
29	861	32.00345461
29	899	12.45972675
29	913	15.34402979
29	915	33.2515095
29	917	26.68615389
29	928	23.30206841
29	929	12.74943093
29	950	22.74337888
30	503	16.51758941
30	505	24.18134769
30	523	20.02717244
30	526	19.01881733
30	599	33.59678513
30	627	20.74071592
30	650	21.63297974
30	698	27.72545724
30	702	24.43595362
30	727	19.74999246
30	762	33.35525942
30	811	13.98150361
30	894	15.19893038
30	925	14.6331647
30	927	14.87398558
30	957	23.13272642
30	967	18.13908508
30	996	10.51191806
31	502	27.60975299
31	558	19.4111559
31	560	14.04911686
31	568	29.48536694
31	589	36.5544192
31	605	21.04449367
31	623	31.43546802
31	774	32.39093339
31	862	21.58860156
31	906	9.974139386
31	931	32.4101996
31	975	37.12401958
31	978	18.34945927
31	986	15.20870066
32	533	21.4906303
32	570	19.70270839
32	582	15.78056848
32	591	10.98034329
32	607	13.29691853
32	614	25.87165655
32	651	9.81534993
32	703	23.83159494
32	738	20.56435282
32	754	18.37405627
32	766	33.10959657
32	770	31.37857518
32	871	22.97199835
32	984	29.61967447
33	501	28.43795346
33	534	12.59048837
33	573	13.3776343
33	639	19.26592363
33	656	24.37212531
33	666	33.60986644
33	699	33.01319267
33	752	17.99928164
33	764	24.74681362
33	767	22.81307184
33	785	24.37116264
33	800	22.83019089
33	816	19.25190703
33	819	11.1637259
33	837	10.31790362
33	845	16.51597541
33	913	19.37866901
33	923	22.33191917
34	503	9.809532712
34	523	9.845259636
34	539	33.29033989
34	673	25.51124684
34	727	9.792034162
34	746	13.05052241
34	811	16.84515337
34	894	28.59778165
34	898	23.90466299
34	924	31.35211548
34	925	10.95825338
34	957	33.00752975
34	967	33.13913497
34	996	13.84339075
35	544	20.00512477
35	551	33.05382067
35	554	21.01505545
35	676	30.49662695
35	696	33.60447399
35	704	33.02468032
35	725	21.70566261
35	768	31.34491234
35	782	11.54785235
35	847	13.13550671
35	858	30.24097243
35	890	10.09598527
35	896	32.99948639
35	919	30.9627827
35	934	36.24300901
35	939	17.34276014
35	951	21.16085679
35	960	14.19034311
35	962	30.98640301
35	974	18.37359004
35	982	21.16485458
36	528	22.59426105
36	586	14.00609468
36	618	20.98261634
36	631	13.11557134
36	639	26.66526361
36	656	17.78504598
36	666	19.49236439
36	668	28.59439263
36	669	24.31261425
36	707	33.00786097
36	764	29.33442774
36	785	12.82663936
36	818	12.87731701
36	883	15.4518068
36	900	15.12084179
36	938	11.03075777
36	983	33.25286895
37	500	33.4006891
37	541	14.48001704
37	587	33.44723976
37	611	27.70057303
37	645	22.94483827
37	658	10.45147085
37	674	24.78281457
37	701	13.56914255
37	722	13.55899213
37	724	31.93050764
37	734	33.00015807
37	745	31.56196555
37	790	33.36946609
37	820	25.43276868
37	823	16.39706495
37	832	33.00902559
37	886	11.98984529
37	911	9.865400957
37	948	20.70929807
37	952	32.67375174
37	963	28.47769312
37	994	20.47007431
38	516	10.43183497
38	556	19.89737118
38	580	31.21175062
38	602	13.01354768
38	608	11.27184056
38	609	9.907209498
38	612	35.01720327
38	618	33.52637079
38	628	15.45946555
38	691	25.73738143
38	735	33.23519795
38	747	14.03573653
38	775	18.03544967
38	856	17.45351249
38	866	18.39807058
38	877	33.17683006
38	887	25.85131707
38	930	12.34264719
38	947	23.7712172
38	991	11.45397053
39	531	23.29888088
39	572	13.65523503
39	585	19.91874516
39	620	19.24690153
39	641	19.97397294
39	659	16.88290616
39	671	15.90543793
39	705	33.01607574
39	711	24.37364183
39	733	27.25829027
39	755	11.10382749
39	852	34.74146708
39	855	33.65437971
39	915	23.05299431
39	920	23.93184211
39	928	33.26780747
39	950	23.69602077
39	987	19.34725432
39	990	33.61072379
40	556	13.10265706
40	569	13.77935777
40	580	19.87323858
40	637	24.94096813
40	732	16.25714894
40	735	9.810441465
40	813	28.60801308
40	866	24.76725186
40	877	16.15133889
40	882	33.05312119
40	908	21.8799614
40	930	21.74113215
40	932	18.05713907
40	973	16.69540585
40	993	31.27118504
41	501	31.0217534
41	609	33.07467136
41	628	31.89185051
41	660	11.30520489
41	699	34.10240517
41	710	19.88009242
41	739	15.64362597
41	866	13.70949408
41	891	12.70873602
41	901	25.24256774
41	902	13.89575921
41	908	28.44839559
41	910	12.48286978
41	930	28.01341061
41	932	20.6945879
41	955	13.57138389
41	962	33.04986202
41	991	20.51867972
42	541	29.2039797
42	574	18.64885331
42	587	27.05114877
42	638	25.58303684
42	645	33.060831
42	658	16.73200815
42	701	25.82881435
42	722	27.31469364
42	724	15.3084007
42	734	17.98886051
42	820	33.16432906
42	832	26.64611307
42	886	16.68226827
42	911	11.69091562
43	549	18.8341375
43	555	32.16388183
43	578	15.88995428
43	606	13.34283022
43	632	16.65353045
43	646	18.12490904
43	681	17.74089247
43	688	10.82818267
43	689	31.46015463
43	695	11.82047108
43	730	33.56771497
43	751	24.1258607
43	763	25.49933182
43	806	33.10729763
43	808	13.34490511
43	835	23.16397937
43	942	26.09079901
43	943	9.739657021
43	954	15.0468299
44	532	21.63355191
44	567	9.999445175
44	569	25.98870801
44	575	13.28314818
44	643	18.66834355
44	696	15.37221698
44	776	11.46309441
44	813	19.13288814
44	833	10.5380991
44	847	33.21288062
44	870	34.09276084
44	872	10.89907512
44	893	20.45343071
44	908	21.83487319
44	919	33.5960057
44	951	18.33506895
44	960	35.40732522
44	962	23.65173467
44	974	33.70901415
45	507	20.86988873
45	537	22.35563905
45	584	22.92200719
45	642	10.36045433
45	679	12.52556279
45	692	14.87325007
45	709	9.94712421
45	736	33.92302719
45	780	13.99911481
45	783	20.73578019
45	795	25.24697268
45	796	17.53679514
45	812	23.22208533
45	842	15.6059438
45	885	12.06326979
45	888	21.79498382
45	914	28.83521224
45	916	13.77332014
45	935	18.51221705
45	941	33.01367147
45	959	10.4967414
45	976	17.62955872
46	507	19.99457529
46	525	21.01521
46	537	13.4648891
46	559	28.41307573
46	593	12.76113204
46	642	15.96512566
46	665	33.77783629
46	679	32.85972158
46	692	10.65890826
46	709	27.01118597
46	718	25.37670174
46	729	21.9874455
46	780	11.13442498
46	787	17.70454744
46	796	14.76799084
46	812	35.18582024
46	842	25.08207336
46	885	13.05926679
46	888	20.6090499
46	914	13.33021063
46	918	33.00114859
46	922	14.85218589
46	935	17.23975307
46	941	14.46352002
46	959	21.95382853
46	961	33.56105749
46	999	22.94296232
47	564	23.11330132
47	584	9.8391228
47	598	19.93292684
47	622	22.8123812
47	642	28.44724381
47	672	17.89885625
47	679	15.32773574
47	693	21.56291405
47	709	16.72230808
47	783	27.3947909
47	795	10.15628781
47	798	18.70067166
47	810	18.10636351
47	828	33.00323992
47	875	17.35559749
47	885	33.18410656
47	892	23.80605202
47	916	11.19715291
47	959	18.65916697
47	976	16.0563484
48	551	24.57821804
48	553	16.67941395
48	558	29.79407135
48	568	9.938620798
48	605	14.02581449
48	625	19.21780292
48	676	27.96058904
48	719	17.41482929
48	721	24.14361958
48	731	26.84776027
48	749	33.4430347
48	760	33.02493956
48	768	24.90317671
48	821	14.55115399
48	829	33.39121642
48	836	11.38030036
48	862	22.78732685
48	903	29.74949729
48	909	22.87675889
48	931	25.20108289
48	934	27.62809357
49	504	31.37617515
49	509	29.43665217
49	541	33.045913
49	547	33.69165912
49	613	20.50242103
49	633	26.15854965
49	645	10.60655624
49	649	16.82578925
49	652	12.99351327
49	653	23.13393575
49	658	25.21679583
49	674	12.03813355
49	701	34.94935561
49	712	15.56457309
49	722	29.3288649
49	745	10.8051788
49	750	16.67657474
49	761	18.53794337
49	786	30.56770924
49	790	15.5189515
49	823	20.7038357
49	838	12.37781998
49	886	19.15199033
49	911	32.99961297
49	971	27.66857937
49	994	11.16209511
50	541	19.04612448
50	547	31.13169321
50	603	34.00935177
50	611	29.08804981
50	633	18.21308271
50	649	29.78416554
50	674	19.25601834
50	685	33.00260957
50	701	22.20116283
50	722	18.74789402
50	745	22.54049559
50	790	14.11643426
50	793	33.38667099
50	802	34.32575394
50	823	15.63058203
50	825	10.01298107
50	926	19.82963414
50	948	12.7234476
50	952	12.66919474
50	963	32.99870059
50	972	28.44266876
51	500	16.51324494
51	541	16.78283525
51	572	33.39930527
51	587	22.888608
51	590	30.22598042
51	611	10.28885049
51	641	33.03363665
51	658	29.57088167
51	671	23.75028985
51	701	15.51662554
51	722	20.82960125
51	733	27.64509596
51	820	10.28432407
51	823	30.60305322
51	852	18.23312038
51	855	17.06878069
51	868	10.97007539
51	911	31.53401697
51	920	16.31659141
51	948	22.71209336
51	952	18.94288557
51	963	9.758147175
51	968	13.83028499
51	972	23.38496685
51	987	26.32394231
51	990	13.60707555
52	506	23.38396754
52	530	33.0329036
52	533	27.89908845
52	536	33.05306973
52	570	20.67526787
52	581	25.37007233
52	582	15.81412304
52	588	33.01063636
52	591	28.94718205
52	604	23.58325072
52	614	18.46817318
52	651	31.27760655
52	686	13.30069964
52	738	12.81917615
52	748	19.41878746
52	754	27.15784993
52	766	17.14177466
52	770	11.20867
52	827	11.89600556
52	871	26.49094575
52	884	23.47712885
52	933	24.33030372
53	525	10.03161746
53	542	33.50942334
53	555	17.58823355
53	593	10.62719907
53	646	23.65454067
53	677	16.15468407
53	689	16.1432216
53	692	24.4354464
53	718	16.04736528
53	729	20.84065903
53	743	27.27143561
53	769	33.00309851
53	780	26.42378288
53	787	17.68693783
53	796	33.94867867
53	914	15.64548863
53	918	33.27208028
53	922	14.60491626
53	935	31.77602341
53	941	23.64133671
53	961	15.92288699
53	999	23.86382133
54	547	23.45457461
54	603	21.90570605
54	633	16.97073154
54	674	32.32782587
54	685	20.49631618
54	701	34.11842767
54	740	30.44956073
54	790	19.1266239
54	793	20.87334149
54	802	20.89173523
54	823	27.64978148
54	825	10.50396879
54	926	16.96822393
54	948	20.69335867
54	952	18.19193764
54	972	32.02759309
55	504	13.07690434
55	595	28.09157403
55	613	13.81211628
55	653	23.28492544
55	654	23.91033241
55	690	9.992729374
55	712	28.9237226
55	715	32.14880805
55	716	33.63383839
55	728	15.65368921
55	744	14.67918324
55	750	28.32563831
55	786	28.97062881
55	807	10.86754767
55	838	22.92082028
55	839	10.42469482
55	849	14.85100879
55	889	27.09896506
55	945	33.3384806
55	971	23.3921352
56	515	23.78021477
56	521	20.77542023
56	544	16.84055246
56	554	33.1620754
56	617	24.82106212
56	619	33.02668024
56	640	9.923670745
56	704	33.00986817
56	723	30.4174222
56	725	15.51476492
56	741	20.30796822
56	753	18.02876938
56	779	24.35201823
56	804	16.8555764
56	853	35.02046103
56	858	20.92331022
56	860	30.08135363
56	867	12.61335459
56	869	10.70749323
56	896	19.43561143
56	905	19.56363339
56	956	18.03761483
56	964	25.49471273
56	982	33.13564563
56	992	10.9994236
57	507	26.44966308
57	511	12.04672309
57	564	14.90889962
57	584	22.11231114
57	597	17.52062846
57	598	24.83877618
57	622	33.8450896
57	661	33.00203636
57	662	13.02002731
57	672	15.10022795
57	679	18.39203553
57	709	35.43043184
57	777	14.89128747
57	778	24.83032147
57	784	17.48769636
57	795	18.51575338
57	810	18.76257956
57	822	12.25505652
57	854	13.48829314
57	875	24.35286695
57	892	34.40697948
57	895	33.80487498
57	897	28.25490487
57	916	19.19785749
57	958	12.5852115
57	959	27.13762844
57	985	33.59013683
58	502	34.63343586
58	520	33.11409191
58	535	33.02987039
58	589	12.14798223
58	673	17.43728228
58	774	19.05420326
58	789	10.63293746
58	797	19.43605552
58	834	19.1431536
58	864	11.98764743
58	904	26.0156446
58	975	15.12961191
58	981	12.45935174
58	986	33.02062452
58	989	26.98739266
59	512	14.40346157
59	519	33.00985466
59	532	15.39919971
59	567	28.49504673
59	575	18.75527139
59	601	29.29042754
59	624	14.79047854
59	643	23.07105641
59	663	16.61988894
59	678	17.85400401
59	696	33.42695426
59	762	33.21946003
59	776	27.07825244
59	801	21.83229918
59	813	33.01586961
59	844	24.80908216
59	870	22.52084713
59	872	22.43935896
59	893	26.94619146
59	924	33.2988509
59	936	12.07393792
59	953	11.17557109
59	988	26.03478533
60	509	11.19066143
60	518	19.65202911
60	547	10.54273112
60	600	16.21046882
60	621	15.61089175
60	633	14.24014611
60	649	15.01010386
60	652	22.95448272
60	745	33.00848863
60	750	19.98939657
60	758	10.96867489
60	781	16.61514117
60	786	16.8362149
60	790	30.74073735
60	838	34.96619708
60	944	13.68998303
61	507	10.27090069
61	517	25.2435392
61	537	12.9402576
61	559	17.01476719
61	577	31.10838872
61	642	27.44869097
61	662	18.01007738
61	679	18.7407927
61	692	24.33268407
61	714	33.08928482
61	777	25.45080004
61	780	26.1930432
61	784	34.49439048
61	787	31.62158243
61	796	12.12736696
61	885	29.42560521
61	897	12.45952962
61	916	30.34889705
61	941	17.22226113
61	958	23.51983576
61	959	19.86931178
61	999	30.15207955
62	517	15.99469806
62	537	33.61247754
62	542	12.44945557
62	559	14.78672526
62	594	25.65975821
62	610	10.62767525
62	675	17.5109024
62	714	12.36127127
62	729	18.17693809
62	787	22.17768436
62	788	25.29958203
62	799	14.78539433
62	809	10.27402271
62	817	33.03523716
62	863	10.48474381
62	918	11.51950394
62	941	25.73626372
62	949	17.54345275
62	961	34.13071646
62	999	16.44713995
63	545	31.76712237
63	571	22.49416707
63	574	12.33372438
63	626	36.20822135
63	645	26.48727138
63	653	25.78791042
63	658	28.24068756
63	667	25.8622275
63	712	21.79403081
63	724	18.22605062
63	734	21.35173146
63	761	15.18883942
63	832	10.4166273
63	886	18.17787251
63	911	23.68157608
63	921	11.5025966
63	971	27.02777152
63	994	25.33958364
64	506	20.56702868
64	510	20.03794866
64	530	19.32442899
64	565	26.88113515
64	570	9.868049975
64	582	28.15017087
64	591	31.44456807
64	651	23.59036185
64	686	33.28876769
64	700	22.08098482
64	717	19.54948181
64	738	27.78676285
64	748	18.10211956
64	754	10.86997648
64	770	29.25029929
64	827	26.98822017
64	871	10.45576641
64	933	10.89755813
65	508	33.21055638
65	531	15.99776838
65	572	24.07458075
65	579	33.07100452
65	641	18.69861344
65	671	33.6791227
65	711	33.57775571
65	733	23.15554237
65	755	25.0090872
65	757	28.53619599
65	841	33.1867948
65	850	16.73755575
65	855	33.06374924
65	881	14.0521569
65	966	11.3425819
66	533	20.55455495
66	536	33.21630309
66	570	15.80945338
66	582	13.46463191
66	591	12.12697488
66	607	17.98107438
66	614	21.11847134
66	651	11.16127972
66	686	33.40270502
66	694	33.41320487
66	738	15.89020611
66	754	16.00925894
66	766	28.55864078
66	770	21.26515917
66	871	18.79038796
66	933	24.73124917
67	512	23.65631914
67	519	10.23531051
67	567	29.09474451
67	575	16.60263812
67	601	12.9683025
67	635	12.76756215
67	636	29.22007722
67	732	23.58431513
67	742	33.40003149
67	776	38.44876784
67	813	12.74404198
67	826	11.42268883
67	833	33.30607418
67	872	23.087002
67	936	19.3109182
67	953	20.04315602
67	970	24.54817018
67	973	22.59652712
67	988	20.10093578
68	501	17.24954391
68	586	17.97341159
68	618	10.67188157
68	628	21.74975425
68	631	22.82466314
68	639	13.39974986
68	656	29.92862712
68	666	10.06784821
68	739	26.07424096
68	764	12.9309858
68	785	12.92085964
68	818	27.864725
68	856	23.5065854
68	883	22.92752388
68	900	13.84114987
68	901	34.4900265
68	923	20.35497502
68	938	24.82706548
68	947	15.13551473
68	991	33.13780144
69	513	24.79044925
69	514	17.39215342
69	529	11.07260132
69	563	15.07054025
69	583	33.56129989
69	585	31.24766096
69	615	10.78634854
69	647	10.67959088
69	659	33.00700292
69	752	33.60806979
69	816	33.6755127
69	843	12.64884244
69	915	16.24403773
69	972	34.0014167
69	987	25.45089916
70	571	13.78234702
70	574	21.7529624
70	580	25.42048495
70	612	21.83002256
70	626	33.0389177
70	630	10.94065969
70	637	16.93884579
70	638	27.04022112
70	644	33.58052035
70	667	20.61380091
70	724	27.92802807
70	734	24.84410388
70	824	21.84333197
70	832	25.1893499
70	848	19.36657681
70	859	21.71565761
70	877	27.91301966
70	882	13.98105728
70	921	21.39933348
70	940	17.99334087
71	504	21.63336662
71	545	24.08049378
71	613	24.67589345
71	645	13.1933051
71	649	33.03507086
71	652	23.71330193
71	653	13.51158012
71	658	28.20704141
71	667	36.10788606
71	674	20.96329668
71	712	10.67425084
71	745	18.9949187
71	750	32.75681727
71	761	10.44578853
71	807	33.73058865
71	832	20.45767211
71	838	15.72760863
71	839	30.75688673
71	886	17.75120605
71	921	23.04062543
71	945	30.15441473
71	971	15.0104139
71	994	13.66646677
72	528	12.08048476
72	534	31.67504276
72	583	13.07598081
72	631	33.00511363
72	639	33.51559472
72	656	10.32487365
72	668	11.41119044
72	669	10.46887798
72	752	27.52295888
72	785	17.92336464
72	816	20.2962789
72	818	31.55179156
72	837	34.89525285
72	938	17.82408144
72	942	33.97931577
73	517	11.56829982
73	539	20.16121114
73	559	27.46368051
73	577	11.52923346
73	599	31.20547826
73	661	14.63217378
73	675	22.3931247
73	713	16.23418364
73	714	14.22094721
73	788	12.91960837
73	809	33.21778467
73	815	28.84949611
73	863	33.00664514
73	897	17.60899765
73	898	34.18649199
