# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
5	9.42232	-17.4827	-8.06035
5.09	9.28371	-17.4176	-8.13388
5.18	9.14818	-17.3543	-8.20614
5.27	9.01544	-17.2926	-8.27719
5.36	8.88526	-17.2323	-8.34709
5.45	8.75742	-17.1733	-8.41587
5.54	8.63175	-17.1153	-8.48359
5.63	8.50807	-17.0583	-8.55027
5.72	8.38626	-17.0022	-8.61595
5.81	8.26617	-16.9468	-8.68066
5.9	8.14769	-16.8921	-8.74442
5.99	8.03073	-16.838	-8.80726
6.08	7.91597	-16.7851	-8.86916
6.17	7.80336	-16.7335	-8.93013
6.26	7.69273	-16.6829	-8.9902
6.35	7.58397	-16.6334	-9.04939
6.44	7.47694	-16.5847	-9.10772
6.53	7.37155	-16.5368	-9.1652
6.62	7.2677	-16.4895	-9.22184
6.71	7.16531	-16.443	-9.27766
6.8	7.0643	-16.397	-9.33267
6.89	6.9646	-16.3515	-9.38688
6.98	6.86615	-16.3064	-9.44029
7.07	6.76922	-16.2621	-9.4929
7.16	6.67383	-16.2186	-9.54473
7.25	6.57988	-16.1757	-9.59577
7.34	6.48731	-16.1334	-9.64605
7.43	6.39605	-16.0916	-9.69555
7.52	6.30604	-16.0503	-9.74429
7.61	6.21723	-16.0095	-9.79227
7.7	6.12957	-15.9691	-9.8395
7.79	6.04301	-15.929	-9.88598
7.88	5.95751	-15.8892	-9.93171
7.97	5.87303	-15.8497	-9.9767
8.06	5.78968	-15.8106	-10.0209
8.15	5.70746	-15.7719	-10.0645
8.24	5.62634	-15.7336	-10.1072
8.33	5.54628	-15.6955	-10.1493
8.42	5.46724	-15.6578	-10.1906
8.51	5.38918	-15.6203	-10.2311
8.6	5.31208	-15.5831	-10.271
8.69	5.2359	-15.546	-10.3101
8.78	5.16062	-15.5091	-10.3485
8.87	5.08621	-15.4724	-10.3862
8.96	5.01266	-15.4358	-10.4231
9.05	4.93998	-15.3993	-10.4594
9.14	4.8682	-15.3631	-10.4949
9.23	4.79729	-15.327	-10.5297
9.32	4.72723	-15.291	-10.5637
9.41	4.658	-15.2551	-10.5971
9.5	4.58957	-15.2193	-10.6298
9.59	4.52194	-15.1836	-10.6617
9.68	4.45507	-15.148	-10.6929
9.77	4.38897	-15.1124	-10.7234
9.86	4.32361	-15.0769	-10.7532
9.95	4.25897	-15.0413	-10.7823
10.04	4.19507	-15.0058	-10.8107
10.13	4.13192	-14.9703	-10.8384
10.22	4.06949	-14.9349	-10.8654
10.31	4.00777	-14.8994	-10.8917
10.4	3.94676	-14.864	-10.9172
10.49	3.88645	-14.8286	-10.9421
10.58	3.82681	-14.7931	-10.9663
10.67	3.76785	-14.7576	-10.9897
10.76	3.70955	-14.7221	-11.0125
10.85	3.6519	-14.6865	-11.0346
10.94	3.59489	-14.6508	-11.056
11.03	3.53853	-14.6152	-11.0766
11.12	3.48282	-14.5794	-11.0966
11.21	3.42774	-14.5436	-11.1159
11.3	3.37329	-14.5078	-11.1345
11.39	3.31946	-14.4719	-11.1524
11.48	3.26625	-14.4359	-11.1696
11.57	3.21365	-14.3998	-11.1861
11.66	3.16165	-14.3636	-11.2019
11.75	3.11025	-14.3273	-11.2171
11.84	3.05943	-14.291	-11.2315
11.93	3.0092	-14.2545	-11.2453
12.02	2.95956	-14.218	-11.2584
12.11	2.91049	-14.1813	-11.2708
12.2	2.862	-14.1445	-11.2825
12.29	2.81408	-14.1076	-11.2936
12.38	2.76672	-14.0706	-11.3039
12.47	2.71993	-14.0335	-11.3136
12.56	2.67369	-13.9963	-11.3226
12.65	2.628	-13.9589	-11.3309
12.74	2.58286	-13.9214	-11.3385
12.83	2.53826	-13.8838	-11.3455
12.92	2.4942	-13.846	-11.3518
13.01	2.45068	-13.8081	-11.3574
13.1	2.40768	-13.7701	-11.3624
13.19	2.36522	-13.7319	-11.3667
13.28	2.32328	-13.6936	-11.3703
13.37	2.28187	-13.6551	-11.3732
13.46	2.24097	-13.6165	-11.3755
13.55	2.20059	-13.5777	-11.3771
13.64	2.16071	-13.5388	-11.378
13.73	2.12135	-13.4997	-11.3783
13.82	2.08248	-13.4604	-11.378
13.91	2.04412	-13.421	-11.3769
14	2.00625	-13.3815	-11.3752
14.09	1.96887	-13.3417	-11.3729
14.18	1.93199	-13.3018	-11.3699
14.27	1.89559	-13.2618	-11.3662
14.36	1.85967	-13.2215	-11.3619
14.45	1.82424	-13.1811	-11.3569
14.54	1.78928	-13.1405	-11.3513
14.63	1.75479	-13.0998	-11.345
14.72	1.72078	-13.0588	-11.3381
14.81	1.68723	-13.0177	-11.3305
14.9	1.65414	-12.9764	-11.3223
14.99	1.62152	-12.9349	-11.3134
15.08	1.58935	-12.8933	-11.3039
15.17	1.55763	-12.8514	-11.2938
15.26	1.52637	-12.8094	-11.283
15.35	1.49555	-12.7671	-11.2716
15.44	1.46518	-12.7247	-11.2595
15.53	1.43525	-12.6821	-11.2468
15.62	1.40575	-12.6393	-11.2335
15.71	1.37669	-12.5962	-11.2195
15.8	1.34806	-12.553	-11.205
15.89	1.31986	-12.5096	-11.1897
15.98	1.29208	-12.466	-11.1739
16.07	1.26472	-12.4221	-11.1574
16.16	1.23779	-12.3781	-11.1403
16.25	1.21126	-12.3339	-11.1226
16.34	1.18515	-12.2894	-11.1043
16.43	1.15944	-12.2448	-11.0853
16.52	1.13414	-12.1999	-11.0657
16.61	1.10924	-12.1548	-11.0456
16.7	1.08474	-12.1095	-11.0248
16.79	1.06064	-12.064	-11.0033
16.88	1.03692	-12.0182	-10.9813
16.97	1.01359	-11.9723	-10.9587
17.06	0.990651	-11.9261	-10.9355
17.15	0.968089	-11.8797	-10.9116
17.24	0.945906	-11.8331	-10.8872
17.33	0.924096	-11.7862	-10.8621
17.42	0.902657	-11.7391	-10.8365
17.51	0.881586	-11.6918	-10.8102
17.6	0.860879	-11.6443	-10.7834
17.69	0.840533	-11.5965	-10.756
17.78	0.820544	-11.5485	-10.728
17.87	0.800908	-11.5003	-10.6994
17.96	0.781622	-11.4518	-10.6702
18.05	0.762683	-11.4031	-10.6404
18.14	0.744088	-11.3541	-10.61
18.23	0.725832	-11.3049	-10.5791
18.32	0.707912	-11.2555	-10.5476
18.41	0.690325	-11.2058	-10.5155
18.5	0.673066	-11.1559	-10.4828
18.59	0.656134	-11.1057	-10.4496
18.68	0.639523	-11.0553	-10.4157
18.77	0.623231	-11.0046	-10.3814
18.86	0.607254	-10.9537	-10.3464
18.95	0.591588	-10.9025	-10.3109
19.04	0.57623	-10.851	-10.2748
19.13	0.561175	-10.7993	-10.2382
19.22	0.546422	-10.7474	-10.201
19.31	0.531965	-10.6951	-10.1632
19.4	0.517802	-10.6427	-10.1249
19.49	0.503928	-10.5899	-10.086
19.58	0.49034	-10.5369	-10.0465
19.67	0.477035	-10.4836	-10.0065
19.76	0.464009	-10.43	-9.96596
19.85	0.451258	-10.3761	-9.92484
19.94	0.438779	-10.3219	-9.88315
20.03	0.426568	-10.2675	-9.84089
20.12	0.414622	-10.2127	-9.79807
20.21	0.402936	-10.1576	-9.7547
20.3	0.391507	-10.1023	-9.71077
20.39	0.380332	-10.0466	-9.66628
20.48	0.369407	-9.99063	-9.62123
20.57	0.358729	-9.93434	-9.57561
20.66	0.348293	-9.87773	-9.52943
20.75	0.338097	-9.82077	-9.48268
20.84	0.328136	-9.76347	-9.43534
20.93	0.318408	-9.70582	-9.38741
21.02	0.308908	-9.64779	-9.33889
21.11	0.299633	-9.5894	-9.28976
21.2	0.290579	-9.53066	-9.24008
21.29	0.281743	-9.47159	-9.18984
21.38	0.273122	-9.41216	-9.13904
21.47	0.264712	-9.35237	-9.08766
21.56	0.256509	-9.29222	-9.03571
21.65	0.24851	-9.23168	-8.98317
21.74	0.240711	-9.17075	-8.93004
21.83	0.23311	-9.10942	-8.87631
21.92	0.225702	-9.04766	-8.82196
22.01	0.218484	-8.98547	-8.76699
22.1	0.211454	-8.92284	-8.71138
22.19	0.204606	-8.85985	-8.65525
22.28	0.197939	-8.79651	-8.59857
22.37	0.191448	-8.7328	-8.54135
22.46	0.185131	-8.66871	-8.48358
22.55	0.178984	-8.60424	-8.42525
22.64	0.173004	-8.53937	-8.36637
22.73	0.167188	-8.47409	-8.30691
22.82	0.161532	-8.4084	-8.24687
22.91	0.156033	-8.34227	-8.18624
23	0.150688	-8.2757	-8.12502
23.09	0.145495	-8.20867	-8.06318
23.18	0.140449	-8.14133	-8.00088
23.27	0.135548	-8.07367	-7.93813
23.36	0.130789	-8.00569	-7.8749
23.45	0.126169	-7.93738	-7.81121
23.54	0.121684	-7.86874	-7.74705
23.63	0.117332	-7.79975	-7.68241
23.72	0.11311	-7.73041	-7.6173
23.81	0.109015	-7.66071	-7.55169
23.9	0.105044	-7.59064	-7.4856
23.99	0.101194	-7.52021	-7.41901
24.08	0.0974632	-7.44939	-7.35193
24.17	0.0938478	-7.37834	-7.28449
24.26	0.0903453	-7.30707	-7.21672
24.35	0.0869531	-7.23558	-7.14863
24.44	0.0836684	-7.16387	-7.0802
24.53	0.0804888	-7.09193	-7.01144
24.62	0.0774116	-7.01976	-6.94235
24.71	0.0744343	-6.94737	-6.87294
24.8	0.0715544	-6.87475	-6.80319
24.89	0.0687695	-6.80189	-6.73312
24.98	0.0660773	-6.7288	-6.66272
25.07	0.0634753	-6.65547	-6.59199
25.16	0.0609609	-6.58202	-6.52106
25.25	0.0585316	-6.5085	-6.44997
25.34	0.0561854	-6.4349	-6.37871
25.43	0.0539199	-6.36122	-6.3073
25.52	0.0517329	-6.28747	-6.23574
25.61	0.0496224	-6.21365	-6.16403
25.7	0.0475862	-6.13976	-6.09218
25.79	0.0456224	-6.06581	-6.02019
25.88	0.0437288	-5.9918	-5.94807
25.97	0.0419035	-5.91773	-5.87583
26.06	0.0401446	-5.84361	-5.80347
26.15	0.0384498	-5.76953	-5.73108
26.24	0.0368171	-5.69552	-5.65871
26.33	0.0352447	-5.6216	-5.58636
26.42	0.0337307	-5.54777	-5.51404
26.51	0.0322735	-5.47404	-5.44177
26.6	0.0308714	-5.40042	-5.36955
26.69	0.0295227	-5.32691	-5.29739
26.78	0.0282257	-5.25352	-5.2253
26.87	0.0269788	-5.18027	-5.15329
26.96	0.0257806	-5.10715	-5.08137
27.05	0.0246295	-5.03418	-5.00955
27.14	0.0235237	-4.96142	-4.93789
27.23	0.0224614	-4.8889	-4.86643
27.32	0.0214414	-4.81663	-4.79518
27.41	0.0204622	-4.74462	-4.72416
27.5	0.0195226	-4.67289	-4.65337
27.59	0.0186211	-4.60144	-4.58282
27.68	0.0177566	-4.53029	-4.51254
27.77	0.0169278	-4.45945	-4.44252
27.86	0.0161335	-4.38893	-4.37279
27.95	0.0153726	-4.31874	-4.30336
28.04	0.0146438	-4.24889	-4.23425
28.13	0.013946	-4.17941	-4.16547
28.22	0.0132776	-4.11034	-4.09706
28.31	0.0126376	-4.04168	-4.02905
28.4	0.0120251	-3.97345	-3.96143
28.49	0.0114392	-3.90566	-3.89422
28.58	0.0108787	-3.83832	-3.82744
28.67	0.0103429	-3.77145	-3.7611
28.76	0.00983087	-3.70505	-3.69522
