# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
5	9.42232	-4.76765	4.65467
5.09	9.28371	-4.74326	4.54045
5.18	9.14818	-4.71946	4.42871
5.27	9.01544	-4.69617	4.31927
5.36	8.88526	-4.67331	4.21195
5.45	8.75742	-4.65081	4.10662
5.54	8.63175	-4.62861	4.00314
5.63	8.50807	-4.60668	3.90139
5.72	8.38626	-4.58497	3.80129
5.81	8.26617	-4.56344	3.70273
5.9	8.14769	-4.54206	3.60563
5.99	8.03073	-4.5208	3.50993
6.08	7.91597	-4.50001	3.41597
6.17	7.80336	-4.47967	3.32369
6.26	7.69273	-4.45974	3.23299
6.35	7.58397	-4.44016	3.1438
6.44	7.47694	-4.4209	3.05604
6.53	7.37155	-4.40192	2.96964
6.62	7.2677	-4.38318	2.88453
6.71	7.16531	-4.36466	2.80066
6.8	7.0643	-4.34633	2.71798
6.89	6.9646	-4.32816	2.63644
6.98	6.86615	-4.31015	2.556
7.07	6.76922	-4.29245	2.47678
7.16	6.67383	-4.27507	2.39875
7.25	6.57988	-4.258	2.32188
7.34	6.48731	-4.2412	2.24611
7.43	6.39605	-4.22463	2.17142
7.52	6.30604	-4.20829	2.09775
7.61	6.21723	-4.19214	2.02509
7.7	6.12957	-4.17617	1.9534
7.79	6.04301	-4.16036	1.88265
7.88	5.95751	-4.1447	1.81281
7.97	5.87303	-4.12916	1.74388
8.06	5.78968	-4.11382	1.67586
8.15	5.70746	-4.0987	1.60876
8.24	5.62634	-4.08378	1.54257
8.33	5.54628	-4.06904	1.47724
8.42	5.46724	-4.05446	1.41278
8.51	5.38918	-4.04003	1.34915
8.6	5.31208	-4.02574	1.28633
8.69	5.2359	-4.01157	1.22433
8.78	5.16062	-3.99751	1.16311
8.87	5.08621	-3.98355	1.10266
8.96	5.01266	-3.96967	1.04298
9.05	4.93998	-3.95591	0.984071
9.14	4.8682	-3.94228	0.925924
9.23	4.79729	-3.92876	0.868531
9.32	4.72723	-3.91535	0.811882
9.41	4.658	-3.90203	0.755965
9.5	4.58957	-3.8888	0.70077
9.59	4.52194	-3.87565	0.64629
9.68	4.45507	-3.86256	0.592516
9.77	4.38897	-3.84953	0.53944
9.86	4.32361	-3.83655	0.487054
9.95	4.25897	-3.82362	0.435353
10.04	4.19507	-3.81074	0.384333
10.13	4.13192	-3.79792	0.333993
10.22	4.06949	-3.78516	0.284327
10.31	4.00777	-3.77244	0.235329
10.4	3.94676	-3.75977	0.186994
10.49	3.88645	-3.74713	0.139315
10.58	3.82681	-3.73452	0.0922887
10.67	3.76785	-3.72194	0.0459092
10.76	3.70955	-3.70938	0.000172268
10.85	3.6519	-3.69683	-0.0449264
10.94	3.59489	-3.68429	-0.089391
11.03	3.53853	-3.67176	-0.133224
11.12	3.48282	-3.65925	-0.176429
11.21	3.42774	-3.64675	-0.219007
11.3	3.37329	-3.63425	-0.260964
11.39	3.31946	-3.62177	-0.302303
11.48	3.26625	-3.60928	-0.343026
11.57	3.21365	-3.59679	-0.383139
11.66	3.16165	-3.58429	-0.422643
11.75	3.11025	-3.57179	-0.461542
11.84	3.05943	-3.55927	-0.499839
11.93	3.0092	-3.54674	-0.537538
12.02	2.95956	-3.5342	-0.57464
12.11	2.91049	-3.52164	-0.611147
12.2	2.862	-3.50906	-0.647064
12.29	2.81408	-3.49647	-0.682392
12.38	2.76672	-3.48385	-0.717134
12.47	2.71993	-3.47122	-0.751293
12.56	2.67369	-3.45856	-0.784872
12.65	2.628	-3.44587	-0.817873
12.74	2.58286	-3.43316	-0.850299
12.83	2.53826	-3.42041	-0.882153
12.92	2.4942	-3.40764	-0.913437
13.01	2.45068	-3.39483	-0.944153
13.1	2.40768	-3.38199	-0.974305
13.19	2.36522	-3.36912	-1.00389
13.28	2.32328	-3.35621	-1.03292
13.37	2.28187	-3.34326	-1.06139
13.46	2.24097	-3.33028	-1.08931
13.55	2.20059	-3.31726	-1.11668
13.64	2.16071	-3.3042	-1.14349
13.73	2.12135	-3.2911	-1.16976
13.82	2.08248	-3.27796	-1.19548
13.91	2.04412	-3.26478	-1.22066
14	2.00625	-3.25155	-1.2453
14.09	1.96887	-3.23828	-1.2694
14.18	1.93199	-3.22496	-1.29297
14.27	1.89559	-3.2116	-1.31601
14.36	1.85967	-3.19819	-1.33852
14.45	1.82424	-3.18474	-1.3605
14.54	1.78928	-3.17124	-1.38196
14.63	1.75479	-3.15769	-1.40289
14.72	1.72078	-3.14409	-1.42331
14.81	1.68723	-3.13044	-1.44321
14.9	1.65414	-3.11674	-1.4626
14.99	1.62152	-3.10299	-1.48147
15.08	1.58935	-3.08919	-1.49984
15.17	1.55763	-3.07534	-1.51771
15.26	1.52637	-3.06143	-1.53507
15.35	1.49555	-3.04748	-1.55193
15.44	1.46518	-3.03347	-1.56829
15.53	1.43525	-3.01941	-1.58416
15.62	1.40575	-3.00529	-1.59954
15.71	1.37669	-2.99112	-1.61443
15.8	1.34806	-2.9769	-1.62884
15.89	1.31986	-2.96262	-1.64276
15.98	1.29208	-2.94828	-1.6562
16.07	1.26472	-2.93389	-1.66917
16.16	1.23779	-2.91945	-1.68166
16.25	1.21126	-2.90495	-1.69369
16.34	1.18515	-2.89039	-1.70524
16.43	1.15944	-2.87578	-1.71634
16.52	1.13414	-2.86111	-1.72697
16.61	1.10924	-2.84639	-1.73714
16.7	1.08474	-2.8316	-1.74686
16.79	1.06064	-2.81677	-1.75613
16.88	1.03692	-2.80187	-1.76495
16.97	1.01359	-2.78692	-1.77332
17.06	0.990651	-2.77191	-1.78126
17.15	0.968089	-2.75684	-1.78875
17.24	0.945906	-2.74172	-1.79581
17.33	0.924096	-2.72654	-1.80244
17.42	0.902657	-2.7113	-1.80864
17.51	0.881586	-2.69601	-1.81442
17.6	0.860879	-2.68066	-1.81978
17.69	0.840533	-2.66525	-1.82472
17.78	0.820544	-2.64979	-1.82924
17.87	0.800908	-2.63427	-1.83336
17.96	0.781622	-2.61869	-1.83707
18.05	0.762683	-2.60306	-1.84037
18.14	0.744088	-2.58737	-1.84328
18.23	0.725832	-2.57163	-1.84579
18.32	0.707912	-2.55583	-1.84792
18.41	0.690325	-2.53997	-1.84965
18.5	0.673066	-2.52407	-1.851
18.59	0.656134	-2.50811	-1.85197
18.68	0.639523	-2.49209	-1.85257
18.77	0.623231	-2.47602	-1.85279
18.86	0.607254	-2.4599	-1.85265
18.95	0.591588	-2.44373	-1.85214
19.04	0.57623	-2.4275	-1.85127
19.13	0.561175	-2.41123	-1.85005
19.22	0.546422	-2.3949	-1.84848
19.31	0.531965	-2.37852	-1.84656
19.4	0.517802	-2.36209	-1.84429
19.49	0.503928	-2.34562	-1.84169
19.58	0.49034	-2.3291	-1.83876
19.67	0.477035	-2.31253	-1.83549
19.76	0.464009	-2.29591	-1.8319
19.85	0.451258	-2.27925	-1.82799
19.94	0.438779	-2.26254	-1.82376
20.03	0.426568	-2.24579	-1.81922
20.12	0.414622	-2.22899	-1.81437
20.21	0.402936	-2.21216	-1.80922
20.3	0.391507	-2.19528	-1.80377
20.39	0.380332	-2.17836	-1.79803
20.48	0.369407	-2.16141	-1.792
20.57	0.358729	-2.14441	-1.78568
20.66	0.348293	-2.12738	-1.77909
20.75	0.338097	-2.11031	-1.77222
20.84	0.328136	-2.09321	-1.76508
20.93	0.318408	-2.07608	-1.75767
21.02	0.308908	-2.05891	-1.75
21.11	0.299633	-2.04171	-1.74208
21.2	0.290579	-2.02449	-1.73391
21.29	0.281743	-2.00723	-1.72549
21.38	0.273122	-1.98995	-1.71683
21.47	0.264712	-1.97265	-1.70793
21.56	0.256509	-1.95532	-1.69881
21.65	0.24851	-1.93796	-1.68945
21.74	0.240711	-1.92059	-1.67988
21.83	0.23311	-1.9032	-1.67009
21.92	0.225702	-1.88579	-1.66009
22.01	0.218484	-1.86837	-1.64988
22.1	0.211454	-1.85093	-1.63947
22.19	0.204606	-1.83348	-1.62887
22.28	0.197939	-1.81601	-1.61808
22.37	0.191448	-1.79855	-1.6071
22.46	0.185131	-1.78107	-1.59594
22.55	0.178984	-1.76359	-1.5846
22.64	0.173004	-1.7461	-1.5731
22.73	0.167188	-1.72862	-1.56143
22.82	0.161532	-1.71113	-1.5496
22.91	0.156033	-1.69365	-1.53762
23	0.150688	-1.67617	-1.52548
