# h (nm)	blurred F_rep (kT)	blurred F_att (kT)	blurred F_spheres (kT)
22.91	0.156033	-5.84502	-5.68899
23	0.150688	-5.80046	-5.64977
23.09	0.145495	-5.7557	-5.6102
23.18	0.140449	-5.71076	-5.57031
23.27	0.135548	-5.66565	-5.5301
23.36	0.130789	-5.62036	-5.48957
23.45	0.126169	-5.57491	-5.44874
23.54	0.121684	-5.52927	-5.40759
23.63	0.117332	-5.48347	-5.36614
23.72	0.11311	-5.43749	-5.32438
23.81	0.109015	-5.39134	-5.28232
23.9	0.105044	-5.34501	-5.23996
23.99	0.101194	-5.29851	-5.19731
24.08	0.0974632	-5.25183	-5.15437
24.17	0.0938478	-5.20502	-5.11117
24.26	0.0903453	-5.15807	-5.06773
24.35	0.0869531	-5.111	-5.02405
24.44	0.0836684	-5.0638	-4.98013
24.53	0.0804888	-5.01648	-4.93599
24.62	0.0774116	-4.96903	-4.89162
24.71	0.0744343	-4.92146	-4.84702
24.8	0.0715544	-4.87377	-4.80221
24.89	0.0687695	-4.82596	-4.75719
24.98	0.0660773	-4.77803	-4.71196
25.07	0.0634753	-4.73	-4.66652
25.16	0.0609609	-4.68188	-4.62092
25.25	0.0585316	-4.63371	-4.57518
25.34	0.0561854	-4.58548	-4.5293
25.43	0.0539199	-4.5372	-4.48328
25.52	0.0517329	-4.48886	-4.43713
25.61	0.0496224	-4.44048	-4.39086
25.7	0.0475862	-4.39205	-4.34447
25.79	0.0456224	-4.34359	-4.29797
25.88	0.0437288	-4.29509	-4.25136
25.97	0.0419035	-4.24656	-4.20466
26.06	0.0401446	-4.19801	-4.15786
26.15	0.0384498	-4.14946	-4.11101
26.24	0.0368171	-4.10095	-4.06413
26.33	0.0352447	-4.05246	-4.01722
26.42	0.0337307	-4.00401	-3.97028
26.51	0.0322735	-3.95561	-3.92333
26.6	0.0308714	-3.90725	-3.87638
26.69	0.0295227	-3.85895	-3.82942
26.78	0.0282257	-3.8107	-3.78248
26.87	0.0269788	-3.76252	-3.73554
26.96	0.0257806	-3.71442	-3.68863
27.05	0.0246295	-3.66639	-3.64176
27.14	0.0235237	-3.61846	-3.59494
27.23	0.0224614	-3.57066	-3.5482
27.32	0.0214414	-3.52298	-3.50154
27.41	0.0204622	-3.47545	-3.45499
27.5	0.0195226	-3.42806	-3.40853
27.59	0.0186211	-3.38081	-3.36219
27.68	0.0177566	-3.33372	-3.31597
27.77	0.0169278	-3.2868	-3.26987
27.86	0.0161335	-3.24004	-3.22391
27.95	0.0153726	-3.19346	-3.17808
28.04	0.0146438	-3.14706	-3.13241
28.13	0.013946	-3.10086	-3.08691
28.22	0.0132776	-3.05488	-3.0416
28.31	0.0126376	-3.00913	-2.99649
28.4	0.0120251	-2.9636	-2.95158
28.49	0.0114392	-2.91832	-2.90688
28.58	0.0108787	-2.87328	-2.8624
28.67	0.0103429	-2.8285	-2.81815
28.76	0.00983087	-2.78397	-2.77414
28.85	0.00934168	-2.7397	-2.73036
28.94	0.00887451	-2.69571	-2.68684
29.03	0.00842854	-2.652	-2.64357
29.12	0.00800284	-2.60858	-2.60057
29.21	0.00759635	-2.56546	-2.55786
29.3	0.00720833	-2.52264	-2.51544
29.39	0.0068381	-2.48015	-2.47331
29.48	0.00648497	-2.43798	-2.43149
29.57	0.00614829	-2.39613	-2.38998
29.66	0.00582742	-2.35461	-2.34879
29.75	0.00552175	-2.31344	-2.30792
29.84	0.00523066	-2.27261	-2.26738
29.93	0.0049536	-2.23213	-2.22717
30.02	0.00468998	-2.192	-2.18731
30.11	0.00443921	-2.15224	-2.1478
30.2	0.00420046	-2.11284	-2.10864
30.29	0.00397327	-2.07382	-2.06985
30.38	0.00375717	-2.03518	-2.03143
30.47	0.0035517	-1.99693	-1.99338
30.56	0.00335642	-1.95906	-1.9557
30.65	0.00317092	-1.92158	-1.91841
30.74	0.00299479	-1.8845	-1.88151
30.83	0.00282762	-1.84782	-1.84499
30.92	0.00266905	-1.81154	-1.80887
31.01	0.00251869	-1.77567	-1.77316
31.1	0.00237618	-1.74021	-1.73784
31.19	0.00224092	-1.70517	-1.70293
31.28	0.00211261	-1.67054	-1.66842
31.37	0.00199096	-1.63632	-1.63433
31.46	0.00187567	-1.60253	-1.60065
31.55	0.00176646	-1.56916	-1.56739
31.64	0.00166307	-1.53621	-1.53455
31.73	0.00156524	-1.50369	-1.50212
31.82	0.00147271	-1.4716	-1.47013
31.91	0.00138525	-1.43994	-1.43855
32	0.00130263	-1.40871	-1.4074
32.09	0.00122462	-1.37791	-1.37668
32.18	0.00115083	-1.34754	-1.34639
32.27	0.00108105	-1.3176	-1.31651
32.36	0.00101512	-1.28808	-1.28707
32.45	0.000952844	-1.259	-1.25805
32.54	0.000894061	-1.23035	-1.22946
32.63	0.000838608	-1.20213	-1.2013
32.72	0.000786326	-1.17435	-1.17356
32.81	0.000737064	-1.14699	-1.14625
32.9	0.000690677	-1.12006	-1.11936
32.99	0.000647027	-1.09355	-1.09291
33.08	0.000605979	-1.06748	-1.06687
33.17	0.000567293	-1.04182	-1.04125
33.26	0.000530842	-1.01659	-1.01606
33.35	0.000496517	-0.991769	-0.991272
33.44	0.000464217	-0.967368	-0.966903
33.53	0.00043384	-0.943381	-0.942948
33.62	0.000405292	-0.919808	-0.919403
33.71	0.000378483	-0.896646	-0.896267
33.8	0.000353323	-0.873892	-0.873539
33.89	0.00032973	-0.851545	-0.851215
33.98	0.000307623	-0.829601	-0.829294
34.07	0.000286925	-0.808058	-0.807771
34.16	0.000267499	-0.78691	-0.786642
34.25	0.000249262	-0.766152	-0.765902
34.34	0.000232154	-0.745781	-0.745549
34.43	0.000216116	-0.725796	-0.72558
34.52	0.000201093	-0.706193	-0.705992
34.61	0.000187033	-0.686969	-0.686782
34.7	0.000173884	-0.668121	-0.667947
34.79	0.000161598	-0.649645	-0.649484
34.88	0.000150129	-0.631539	-0.631389
34.97	0.000139433	-0.613798	-0.613658
35.06	0.000129468	-0.596419	-0.596289
35.15	0.000120159	-0.579395	-0.579275
35.24	0.000111453	-0.562722	-0.56261
35.33	0.000103319	-0.546395	-0.546292
35.42	9.57253e-05	-0.530413	-0.530317
35.51	8.86429e-05	-0.51477	-0.514682
35.6	8.20437e-05	-0.499464	-0.499382
35.69	7.59007e-05	-0.484491	-0.484415
35.78	7.01886e-05	-0.469846	-0.469776
35.87	6.48829e-05	-0.455526	-0.455461
35.96	5.99606e-05	-0.441528	-0.441468
36.05	5.53996e-05	-0.427846	-0.427791
36.14	5.1162e-05	-0.414476	-0.414425
36.23	4.72156e-05	-0.401411	-0.401364
36.32	4.35442e-05	-0.388649	-0.388606
36.41	4.01323e-05	-0.376186	-0.376145
36.5	3.69649e-05	-0.364017	-0.36398
36.59	3.40279e-05	-0.352139	-0.352105
36.68	3.1308e-05	-0.340548	-0.340517
36.77	2.87924e-05	-0.329241	-0.329212
36.86	2.64689e-05	-0.318212	-0.318186
36.95	2.43261e-05	-0.30746	-0.307436
37.04	2.2353e-05	-0.296979	-0.296956
37.13	2.05315e-05	-0.286764	-0.286743
37.22	1.88427e-05	-0.27681	-0.276791
37.31	1.72787e-05	-0.267114	-0.267096
37.4	1.58323e-05	-0.257671	-0.257655
37.49	1.44962e-05	-0.248478	-0.248463
37.58	1.32639e-05	-0.239531	-0.239518
37.67	1.21291e-05	-0.230827	-0.230815
37.76	1.10857e-05	-0.222361	-0.22235
37.85	1.0128e-05	-0.21413	-0.21412
37.94	9.25065e-06	-0.20613	-0.206121
38.03	8.4486e-06	-0.198358	-0.198349
38.12	7.71385e-06	-0.190808	-0.1908
38.21	7.03585e-06	-0.183475	-0.183468
38.3	6.41109e-06	-0.176357	-0.17635
38.39	5.8363e-06	-0.169448	-0.169442
38.48	5.30833e-06	-0.162747	-0.162741
38.57	4.82424e-06	-0.156248	-0.156243
38.66	4.38122e-06	-0.149948	-0.149944
38.75	3.97663e-06	-0.143845	-0.143841
38.84	3.60797e-06	-0.137933	-0.137929
38.93	3.27288e-06	-0.132209	-0.132206
39.02	2.96915e-06	-0.12667	-0.126667
39.11	2.6936e-06	-0.121312	-0.121309
39.2	2.44059e-06	-0.116129	-0.116126
39.29	2.2087e-06	-0.111118	-0.111116
39.38	1.99655e-06	-0.106275	-0.106274
39.47	1.80287e-06	-0.101598	-0.101596
39.56	1.62644e-06	-0.0970825	-0.0970809
39.65	1.46611e-06	-0.0927247	-0.0927232
39.74	1.3208e-06	-0.0885214	-0.0885201
39.83	1.1895e-06	-0.0844689	-0.0844678
39.92	1.07126e-06	-0.0805639	-0.0805628
40.01	9.65169e-07	-0.0768027	-0.0768017
40.1	8.70126e-07	-0.0731817	-0.0731809
40.19	7.83282e-07	-0.0696964	-0.0696956
40.28	7.04095e-07	-0.0663434	-0.0663427
40.37	6.32056e-07	-0.0631195	-0.0631189
40.46	5.66684e-07	-0.0600212	-0.0600207
40.55	5.07526e-07	-0.0570454	-0.0570449
40.64	4.54156e-07	-0.0541887	-0.0541882
40.73	4.06174e-07	-0.0514479	-0.0514474
40.82	3.63202e-07	-0.0488196	-0.0488193
40.91	3.24889e-07	-0.0463008	-0.0463005
41	2.90902e-07	-0.0438882	-0.0438879
41.09	2.6093e-07	-0.0415786	-0.0415783
41.18	2.33645e-07	-0.039368	-0.0393678
41.27	2.08863e-07	-0.0372535	-0.0372533
41.36	1.86417e-07	-0.035232	-0.0352318
41.45	1.66143e-07	-0.0333007	-0.0333005
41.54	1.47893e-07	-0.0314566	-0.0314565
41.63	1.31524e-07	-0.029697	-0.0296969
41.72	1.16903e-07	-0.0280189	-0.0280188
41.81	1.03904e-07	-0.0264197	-0.0264196
41.9	9.24125e-08	-0.0248965	-0.0248964
41.99	8.23173e-08	-0.0234467	-0.0234467
42.08	7.35162e-08	-0.0220677	-0.0220676
42.17	6.55678e-08	-0.0207562	-0.0207562
42.26	5.83698e-08	-0.0195098	-0.0195097
42.35	5.18702e-08	-0.0183259	-0.0183258
42.44	4.60205e-08	-0.0172022	-0.0172021
42.53	4.0775e-08	-0.0161364	-0.0161363
42.62	3.60906e-08	-0.0151262	-0.0151261
42.71	3.19272e-08	-0.0141694	-0.0141694
42.8	2.8247e-08	-0.0132638	-0.0132638
42.89	2.50147e-08	-0.0124073	-0.0124073
42.98	2.21974e-08	-0.0115979	-0.0115978
43.07	1.97641e-08	-0.0108334	-0.0108334
43.16	1.75868e-08	-0.0101116	-0.0101116
43.25	1.56187e-08	-0.00943048	-0.00943046
43.34	1.38455e-08	-0.00878821	-0.0087882
43.43	1.22533e-08	-0.00818307	-0.00818306
43.52	1.08295e-08	-0.00761336	-0.00761335
43.61	9.56193e-09	-0.00707745	-0.00707744
43.7	8.43936e-09	-0.00657374	-0.00657373
43.79	7.45124e-09	-0.00610069	-0.00610068
43.88	6.58767e-09	-0.00565681	-0.00565681
43.97	5.83942e-09	-0.00524067	-0.00524066
44.06	5.19787e-09	-0.00485087	-0.00485087
44.15	4.62904e-09	-0.0044858	-0.0044858
44.24	4.11473e-09	-0.00414407	-0.00414406
44.33	3.65118e-09	-0.00382446	-0.00382446
44.42	3.23485e-09	-0.00352584	-0.00352584
44.51	2.86241e-09	-0.00324709	-0.00324709
44.6	2.53074e-09	-0.00298715	-0.00298714
44.69	2.23691e-09	-0.00274498	-0.00274498
44.78	1.97818e-09	-0.0025196	-0.0025196
44.87	1.75198e-09	-0.00231008	-0.00231008
44.96	1.55591e-09	-0.00211552	-0.00211551
45.05	1.38771e-09	-0.00193504	-0.00193504
45.14	1.23909e-09	-0.00176765	-0.00176765
45.23	1.10364e-09	-0.00161245	-0.00161244
45.32	9.80485e-10	-0.00146871	-0.00146871
45.41	8.6879e-10	-0.00133575	-0.00133575
45.5	7.67764e-10	-0.00121292	-0.00121292
45.59	6.76665e-10	-0.0010996	-0.0010996
45.68	5.94793e-10	-0.000995194	-0.000995194
45.77	5.21494e-10	-0.000899146	-0.000899145
45.86	4.5615e-10	-0.00081092	-0.000810919
45.95	3.98183e-10	-0.000730011	-0.000730011
46.04	3.47051e-10	-0.000655941	-0.000655941
46.13	3.01665e-10	-0.000588147	-0.000588147
46.22	2.60875e-10	-0.000526077	-0.000526077
46.31	2.24347e-10	-0.00046935	-0.00046935
46.4	1.91771e-10	-0.000417606	-0.000417606
46.49	1.62852e-10	-0.000370504	-0.000370504
46.58	1.37317e-10	-0.000327725	-0.000327725
46.67	1.14911e-10	-0.000288966	-0.000288966
46.76	9.53934e-11	-0.000253942	-0.000253942
46.85	7.85416e-11	-0.000222385	-0.000222385
46.94	6.41474e-11	-0.000194044	-0.000194044
47.03	5.20165e-11	-0.000168683	-0.000168683
47.12	4.1787e-11	-0.000146017	-0.000146017
47.21	3.29435e-11	-0.000125721	-0.00012572
47.3	2.53767e-11	-0.000107617	-0.000107617
47.39	1.8985e-11	-9.15413e-05	-9.15412e-05
47.48	1.36737e-11	-7.73392e-05	-7.73392e-05
47.57	9.35518e-12	-6.48663e-05	-6.48663e-05
47.66	5.9478e-12	-5.39877e-05	-5.39877e-05
47.75	3.37597e-12	-4.45778e-05	-4.45778e-05
47.84	1.56963e-12	-3.65191e-05	-3.65191e-05
47.93	4.64184e-13	-2.97026e-05	-2.97026e-05
48.02	-2.22045e-16	-2.40267e-05	-2.40267e-05
48.11	-2.22045e-16	-1.93236e-05	-1.93236e-05
48.2	-2.22045e-16	-1.52568e-05	-1.52568e-05
48.29	-2.22045e-16	-1.17756e-05	-1.17756e-05
48.38	-2.22045e-16	-8.83282e-06	-8.83282e-06
48.47	-2.22045e-16	-6.3847e-06	-6.3847e-06
48.56	-2.22045e-16	-4.39052e-06	-4.39052e-06
48.65	-2.22045e-16	-2.81252e-06	-2.81252e-06
48.74	-2.22045e-16	-1.61569e-06	-1.61569e-06
48.83	-2.22045e-16	-7.67608e-07	-7.67608e-07
48.92	-2.22045e-16	-2.38283e-07	-2.38283e-07
49.01	-2.22045e-16	0	-2.22045e-16
49.1	-2.22045e-16	0	-2.22045e-16
49.19	-2.22045e-16	0	-2.22045e-16
49.28	-2.22045e-16	0	-2.22045e-16
49.37	-2.22045e-16	0	-2.22045e-16
49.46	-2.22045e-16	0	-2.22045e-16
49.55	-2.22045e-16	0	-2.22045e-16
49.64	-2.22045e-16	0	-2.22045e-16
49.73	-2.22045e-16	0	-2.22045e-16
49.82	-2.22045e-16	0	-2.22045e-16
49.91	-2.22045e-16	0	-2.22045e-16
50	-2.22045e-16	0	-2.22045e-16
50.09	-2.22045e-16	0	-2.22045e-16
50.18	-2.22045e-16	0	-2.22045e-16
50.27	-2.22045e-16	0	-2.22045e-16
50.36	-2.22045e-16	0	-2.22045e-16
50.45	-2.22045e-16	0	-2.22045e-16
50.54	-2.22045e-16	0	-2.22045e-16
50.63	-2.22045e-16	0	-2.22045e-16
50.72	-2.22045e-16	0	-2.22045e-16
50.81	-2.22045e-16	0	-2.22045e-16
50.9	-2.22045e-16	0	-2.22045e-16
50.99	-2.22045e-16	0	-2.22045e-16
51.08	-2.22045e-16	0	-2.22045e-16
51.17	-2.22045e-16	0	-2.22045e-16
51.26	-2.22045e-16	0	-2.22045e-16
51.35	-2.22045e-16	0	-2.22045e-16
51.44	-2.22045e-16	0	-2.22045e-16
51.53	-2.22045e-16	0	-2.22045e-16
51.62	-2.22045e-16	0	-2.22045e-16
51.71	-2.22045e-16	0	-2.22045e-16
51.8	-2.22045e-16	0	-2.22045e-16
51.89	-2.22045e-16	0	-2.22045e-16
51.98	-2.22045e-16	0	-2.22045e-16
52.07	-2.22045e-16	0	-2.22045e-16
52.16	-2.22045e-16	0	-2.22045e-16
52.25	-2.22045e-16	0	-2.22045e-16
52.34	-2.22045e-16	0	-2.22045e-16
52.43	-2.22045e-16	0	-2.22045e-16
52.52	-2.22045e-16	0	-2.22045e-16
52.61	-2.22045e-16	0	-2.22045e-16
52.7	-2.22045e-16	0	-2.22045e-16
52.79	-2.22045e-16	0	-2.22045e-16
52.88	-2.22045e-16	0	-2.22045e-16
52.97	-2.22045e-16	0	-2.22045e-16
53.06	-2.22045e-16	0	-2.22045e-16
53.15	-2.22045e-16	0	-2.22045e-16
53.24	-2.22045e-16	0	-2.22045e-16
53.33	-2.22045e-16	0	-2.22045e-16
53.42	-2.22045e-16	0	-2.22045e-16
53.51	-2.22045e-16	0	-2.22045e-16
53.6	-2.22045e-16	0	-2.22045e-16
53.69	-2.22045e-16	0	-2.22045e-16
53.78	-2.22045e-16	0	-2.22045e-16
53.87	-2.22045e-16	0	-2.22045e-16
53.96	-2.22045e-16	0	-2.22045e-16
54.05	-2.22045e-16	0	-2.22045e-16
54.14	-2.22045e-16	0	-2.22045e-16
54.23	-2.22045e-16	0	-2.22045e-16
54.32	-2.22045e-16	0	-2.22045e-16
54.41	-2.22045e-16	0	-2.22045e-16
54.5	-2.22045e-16	0	-2.22045e-16
54.59	-2.22045e-16	0	-2.22045e-16
54.68	-2.22045e-16	0	-2.22045e-16
54.77	-2.22045e-16	0	-2.22045e-16
54.86	-2.22045e-16	0	-2.22045e-16
54.95	-2.22045e-16	0	-2.22045e-16
55.04	-2.22045e-16	0	-2.22045e-16
55.13	-2.22045e-16	0	-2.22045e-16
55.22	-2.22045e-16	0	-2.22045e-16
55.31	-2.22045e-16	0	-2.22045e-16
55.4	-2.22045e-16	0	-2.22045e-16
55.49	-2.22045e-16	0	-2.22045e-16
55.58	-2.22045e-16	0	-2.22045e-16
55.67	-2.22045e-16	0	-2.22045e-16
55.76	-2.22045e-16	0	-2.22045e-16
55.85	-2.22045e-16	0	-2.22045e-16
55.94	-2.22045e-16	0	-2.22045e-16
56.03	-2.22045e-16	0	-2.22045e-16
56.12	-2.22045e-16	0	-2.22045e-16
56.21	-2.22045e-16	0	-2.22045e-16
56.3	-2.22045e-16	0	-2.22045e-16
56.39	-2.22045e-16	0	-2.22045e-16
56.48	-2.22045e-16	0	-2.22045e-16
56.57	-2.22045e-16	0	-2.22045e-16
56.66	-2.22045e-16	0	-2.22045e-16
56.75	-2.22045e-16	0	-2.22045e-16
56.84	-2.22045e-16	0	-2.22045e-16
56.93	-2.22045e-16	0	-2.22045e-16
57.02	-2.22045e-16	0	-2.22045e-16
57.11	-2.22045e-16	0	-2.22045e-16
57.2	-2.22045e-16	0	-2.22045e-16
57.29	-2.22045e-16	0	-2.22045e-16
57.38	-2.22045e-16	0	-2.22045e-16
57.47	-2.22045e-16	0	-2.22045e-16
57.56	-2.22045e-16	0	-2.22045e-16
57.65	-2.22045e-16	0	-2.22045e-16
57.74	-2.22045e-16	0	-2.22045e-16
57.83	-2.22045e-16	0	-2.22045e-16
57.92	-2.22045e-16	0	-2.22045e-16
58.01	-2.22045e-16	0	-2.22045e-16
58.1	-2.22045e-16	0	-2.22045e-16
58.19	-2.22045e-16	0	-2.22045e-16
58.28	-2.22045e-16	0	-2.22045e-16
58.37	-2.22045e-16	0	-2.22045e-16
58.46	-2.22045e-16	0	-2.22045e-16
58.55	-2.22045e-16	0	-2.22045e-16
58.64	-2.22045e-16	0	-2.22045e-16
58.73	-2.22045e-16	0	-2.22045e-16
58.82	-2.22045e-16	0	-2.22045e-16
58.91	-2.22045e-16	0	-2.22045e-16
59	-2.22045e-16	0	-2.22045e-16
59.09	-2.22045e-16	0	-2.22045e-16
59.18	-2.22045e-16	0	-2.22045e-16
59.27	-2.22045e-16	0	-2.22045e-16
59.36	-2.22045e-16	0	-2.22045e-16
59.45	-2.22045e-16	0	-2.22045e-16
59.54	-2.22045e-16	0	-2.22045e-16
59.63	-2.22045e-16	0	-2.22045e-16
59.72	-2.22045e-16	0	-2.22045e-16
59.81	-2.22045e-16	0	-2.22045e-16
59.9	-2.22045e-16	0	-2.22045e-16
59.99	-2.22045e-16	0	-2.22045e-16
60.08	-2.22045e-16	0	-2.22045e-16
60.17	-2.22045e-16	0	-2.22045e-16
60.26	-2.22045e-16	0	-2.22045e-16
60.35	-2.22045e-16	0	-2.22045e-16
60.44	-2.22045e-16	0	-2.22045e-16
60.53	-2.22045e-16	0	-2.22045e-16
60.62	-2.22045e-16	0	-2.22045e-16
60.71	-2.22045e-16	0	-2.22045e-16
60.8	-2.22045e-16	0	-2.22045e-16
60.89	-2.22045e-16	0	-2.22045e-16
60.98	-2.22045e-16	0	-2.22045e-16
